ID,Depression,Alcohol,Suicide,Drugs
AYUG2VBI,0.99074745,0.0011464072,0.0072634206,0.000842733
BIAU48IL,0.0022786122,0.007165241,0.003261031,0.98729515
BKOSUA7B,0.98626363,0.0014889332,0.010884052,0.0013634006
BKZ07QBO,0.9951538,0.00085851195,0.0030265583,0.00096109195
BPHRVS1H,0.9948436,0.00086090306,0.0035373443,0.0007581735
BQ3RI60R,0.6023418,0.021087397,0.36669165,0.009879251
BU07VJUX,0.995162,0.0009304051,0.0030222735,0.00088529
BUUPSFJ1,0.9933692,0.0013694192,0.0034937835,0.0017675443
BUXSYAXO,0.082427844,0.03688286,0.85796034,0.022728926
C41T92F7,0.0023491397,0.011049939,0.003826815,0.98277414
C8631YTB,0.17028403,0.0891168,0.70006347,0.040535655
CCI1EP67,0.9957434,0.00083190977,0.002578584,0.0008461146
CL6VO0ZL,0.9861969,0.0017994136,0.010876618,0.0011270924
CMSUI7KZ,0.69500005,0.09741102,0.13645244,0.07113646
CQ2F9IGN,0.995934,0.00076551415,0.0025325227,0.00076793303
CR5KBERA,0.001261805,0.993158,0.0029398599,0.0026403707
CVXS5L3C,0.0022786122,0.007165241,0.003261031,0.98729515
CVZ52G5M,0.9951104,0.0009999059,0.0029646058,0.00092502014
DCK8JTB2,0.96522844,0.0015601484,0.032206535,0.0010048826
DE19DTOL,0.994734,0.00082264404,0.0037433747,0.0006999598
DG908K5U,0.26953048,0.1539807,0.48765412,0.08883473
DGDIRALY,0.01673751,0.009263923,0.9669458,0.007052756
DI4P2QQX,0.0011983758,0.99311745,0.0026894717,0.0029947357
DKVGD1IJ,0.020040052,0.007510317,0.96575385,0.0066958247
DODZ41OP,0.0012516023,0.9925803,0.0031305812,0.0030374867
DPJ4OEC9,0.994764,0.0010358224,0.0032766636,0.0009235715
DT2E8Z0Y,0.278265,0.033646192,0.67833656,0.009752247
DWV43DRV,0.68822837,0.095747076,0.1714458,0.04457877
DYI2P5P3,0.9945742,0.0007578257,0.0038888026,0.00077919767
DYVKY1ON,0.69070613,0.0689779,0.2222044,0.018111622
E0VNIWL4,0.04945349,0.07316786,0.76271856,0.11466004
E41VQ01H,0.001206284,0.9929325,0.0028060912,0.003055044
E5KD22KF,0.99460757,0.0010793319,0.0033498532,0.0009632426
E6RVMA41,0.2023582,0.12569034,0.6005065,0.071444936
EE5FDBNM,0.001186642,0.99239504,0.0028120899,0.0036062733
EIDANND5,0.9943991,0.00087795535,0.0038440346,0.0008788919
EY6IC0E4,0.99563587,0.00077899295,0.002894245,0.0006908583
F33BM4FZ,0.0012812897,0.9928216,0.0029151656,0.0029820085
F49KVD16,0.0013510482,0.992777,0.002894993,0.0029770057
F4M78KUC,0.9859025,0.0016058814,0.011094594,0.0013970521
F7AI3ZLC,0.018954266,0.012340831,0.9575645,0.011140464
FFO4UILJ,0.1290607,0.014963886,0.8485371,0.0074383393
FHJ1IH58,0.9936159,0.0009097729,0.0047974265,0.00067689497
FKJB1707,0.93779486,0.0042734314,0.055800907,0.0021307152
FPVU61TO,0.0019837755,0.008323866,0.003300142,0.9863922
FRZBEQH7,0.0027096756,0.1896836,0.0053106905,0.80229604
FUOOXD1M,0.9817023,0.003598554,0.012796757,0.0019022943
FV80RL12,0.99495316,0.0008530246,0.0034876496,0.0007061887
G1QBYL4O,0.713745,0.03255784,0.24642201,0.0072751855
GC265VS9,0.0013314553,0.99241275,0.0029325522,0.0033232092
GFM2D42Q,0.94030714,0.0019171055,0.055564452,0.0022113002
GGNQOSTW,0.99204034,0.0008864334,0.0064088083,0.00066442747
GGX9MUZS,0.9944579,0.00097158446,0.0036717826,0.00089867116
GHKPUMG2,0.722822,0.0917624,0.16491532,0.020500291
GIBCN23O,0.0019997994,0.98842764,0.0043828343,0.0051898076
GNTLJ0E7,0.0045785354,0.9818179,0.008842345,0.004761233
GT67A35X,0.97720194,0.0021222576,0.019388463,0.0012872642
GTF1GHCS,0.9940136,0.0010710659,0.0038621859,0.0010531854
GW73P4MY,0.0012511157,0.9925801,0.0027357861,0.0034329593
GX06HFUO,0.6262927,0.15871458,0.1414769,0.07351581
H4ATKPDS,0.99556935,0.00080744986,0.0029049986,0.0007182773
H4L5M9EC,0.002955269,0.24195345,0.006051405,0.7490398
HB2GBCNY,0.75023234,0.0332701,0.20488724,0.011610305
HFHX9FY3,0.99335355,0.0013464658,0.0033878554,0.0019120857
HNOBGMQR,0.0011223195,0.99136674,0.0028907927,0.0046201004
HORZOP1I,0.9953604,0.00085820945,0.002810841,0.00097059377
HT3X6CBT,0.9849558,0.0019176923,0.01196828,0.0011582484
HZ481ZV9,0.0030320133,0.98890287,0.004301654,0.0037634256
I4QJFX7S,0.10061679,0.022452839,0.8714129,0.005517564
I7C5YIBV,0.0013187334,0.992993,0.0027855665,0.0029026333
I8XKEO6Q,0.0012132121,0.9904583,0.0025108405,0.0058176694
ICAT0M7H,0.12217341,0.25577372,0.5517573,0.07029559
IJ2CEKCQ,0.3356901,0.11251835,0.4867006,0.065090954
IJHBPXRO,0.99444926,0.00094113534,0.0037964017,0.0008132424
IRVOJF0A,0.9661053,0.003073795,0.029228296,0.0015926402
ITPITEXJ,0.39357358,0.08133246,0.50019085,0.024903055
IV09XHLO,0.7150204,0.032153938,0.2437584,0.009067282
IZ0BUDDN,0.9949838,0.0009003749,0.0031937405,0.00092207146
J4VYS10W,0.0013437986,0.9929323,0.0027901004,0.0029337525
J89G2EAB,0.31032506,0.10343878,0.4884728,0.0977634
JGI2B1K2,0.0011515996,0.992791,0.0027994972,0.0032579314
JJSOMO3W,0.0011223153,0.9899702,0.003168725,0.005738692
JTTTLHQZ,0.0023573195,0.0069424706,0.003572004,0.98712814
JY50ZNP9,0.06817719,0.066341445,0.84927523,0.016206173
K0732B8A,0.9001659,0.003908885,0.09358846,0.0023366641
K1N9Q5UD,0.0017855415,0.9897758,0.0038285279,0.004610098
K4YUOEO3,0.18271355,0.2058086,0.56728303,0.04419484
K6LT8NSF,0.99534386,0.00081911776,0.003020422,0.00081655756
K7PGBHJ1,0.019283727,0.009121323,0.96535605,0.00623891
K83YUYRB,0.99545825,0.0008301297,0.0029316498,0.0007799837
KCCMSUEO,0.0011585418,0.9928581,0.0027321004,0.0032511274
KFXWZ5UZ,0.0013069867,0.99273264,0.003159469,0.0028008737
KO185AS3,0.19558483,0.1197994,0.65468615,0.029929573
KOHTZ87Y,0.994108,0.00093490613,0.0041472875,0.00080970535
KRK4V810,0.0013415978,0.9927052,0.0029885857,0.0029645525
KXANZF15,0.0029154136,0.008098045,0.0049619656,0.98402464
L21RGZEA,0.0022520835,0.07158745,0.0038062446,0.9223542
LA7HU1TD,0.0018300839,0.02006025,0.0030421333,0.9750675
LDQPDSEQ,0.92713577,0.023908824,0.038362045,0.010593351
LDXD2SH6,0.99130946,0.0010651599,0.00686218,0.0007631638
LFTDM9RL,0.29531145,0.26452821,0.3456288,0.094531536
LILA0SH7,0.6581207,0.12499014,0.19282307,0.024066085
LNMBLTH4,0.992581,0.0014143923,0.004022472,0.0019821315
LREDNA2Z,0.0018490634,0.99113446,0.003081025,0.0039354395
LU8M98TQ,0.003549972,0.047196243,0.0052641174,0.9439896
LURBO1AA,0.5018074,0.1654563,0.28628966,0.04644659
M1H2TZHZ,0.99572295,0.0007984083,0.0026976261,0.00078108924
MGGGVEEK,0.0011957361,0.9919971,0.0025257631,0.004281347
MHZNTK7J,0.0011125512,0.9927517,0.002700496,0.0034352522
MOR6QVHM,0.9955276,0.00077288377,0.0030618613,0.00063753966
MZ0W3E21,0.019534653,0.0090951305,0.9664547,0.0049154935
N0M5HFZ4,0.99525756,0.0008256629,0.0031024718,0.0008143472
N3RP8SW2,0.001363761,0.9921818,0.0030863185,0.003368149
N4MHVE6D,0.9352516,0.022853317,0.035421304,0.006473813
N6AYNOKV,0.0014454573,0.9918826,0.0038511255,0.0028207884
N82L56BF,0.99561024,0.00073582405,0.0029397418,0.00071419845
N9K4UUS4,0.017416093,0.007842126,0.9680627,0.006679089
NAF8DOAZ,0.99544895,0.00078907673,0.0030486407,0.0007133557
NAFC0V61,0.0014812781,0.99121475,0.0035036549,0.003800355
NBH3E9YH,0.16265778,0.11113004,0.6857628,0.0404493
NE6LYAT9,0.001688263,0.013162809,0.0027575928,0.98239136
NKILW1NP,0.9933999,0.0011768416,0.004616547,0.000806664
O7K8KU2O,0.53931177,0.04665915,0.39428622,0.01974297
OHRCIS8J,0.0012553484,0.99331677,0.0026662278,0.0027616476
OKHQWFS5,0.0012851587,0.9930426,0.0028658833,0.002806466
OMAPSLZT,0.99342614,0.0009724413,0.004611451,0.0009899882
OOY8GDRH,0.8423688,0.014179988,0.13845694,0.004994273
OPZP8AD6,0.93764085,0.015880097,0.04154384,0.004935193
OQ3TLQ4J,0.40700403,0.13463925,0.3938564,0.06450035
OUREQSFZ,0.019479623,0.010898748,0.961023,0.008598664
OWAUAIR6,0.9955903,0.0008072284,0.0028785826,0.00072388037
OWJE6CPQ,0.01673751,0.009263923,0.9669458,0.007052756
P6Y2IXU4,0.001300629,0.99273664,0.002961298,0.0030014277
PCRO6970,0.60212624,0.10165801,0.18793812,0.108277604
PCRSZ9UV,0.99522656,0.00087331794,0.003128747,0.00077140436
PGGZ2N8A,0.99178183,0.0013083701,0.0060235937,0.00088614936
PHH1ERZG,0.99295175,0.0012996896,0.0049169534,0.0008315888
PM7CUC6D,0.9905453,0.001090172,0.0076270937,0.0007374462
PM8EMAGV,0.99399245,0.0011219161,0.0038203779,0.0010652993
PRURL087,0.9935713,0.0012747252,0.0034688413,0.0016851366
PT0X6CU5,0.9931574,0.0009862867,0.004975762,0.0008805016
PUVTNFYO,0.0013503896,0.9879464,0.0049646473,0.005738478
PYTVXEF9,0.78998005,0.06939463,0.10399397,0.036631357
PZ024QY0,0.016710123,0.7927871,0.16036977,0.030132988
Q4WRS0PQ,0.023469392,0.008936329,0.9628171,0.0047771377
Q7OA0QNU,0.99466306,0.0009862669,0.003592865,0.00075783284
QHA0QIDB,0.99325675,0.0010957166,0.0045891986,0.0010583041
QNVFKVPO,0.99357206,0.0009463957,0.004784124,0.0006974314
QSI99X2N,0.9947521,0.00087673217,0.0036824706,0.00068871136
QTD01ME7,0.41437468,0.08848326,0.45011884,0.047023203
QWEPGVLE,0.9890089,0.0017862984,0.008104884,0.001099814
R5TQVK1E,0.9524409,0.0020363596,0.04379037,0.0017323254
R7X390UC,0.9948862,0.0009253475,0.0033870651,0.0008013841
RBDC9TXE,0.0011448757,0.9924092,0.0027419738,0.0037038052
RBJKAVC6,0.016341481,0.63610786,0.107604004,0.2399466
RBU7ND89,0.17968638,0.10924518,0.6794657,0.031602714
RMOUHSEU,0.0012861894,0.9925172,0.0026090206,0.0035876178
RRFBVOW9,0.9959032,0.0007813744,0.0026283215,0.00068706245
RT2TOM8I,0.666416,0.051100325,0.2715474,0.010936301
S3S91EPE,0.99534875,0.00084386126,0.0031035016,0.0007038567
S86OIM9K,0.99377126,0.0010008916,0.0044250237,0.0008028104
SAPK1D54,0.0013493153,0.9924014,0.0028220797,0.0034271996
SC9WIG5M,0.9951394,0.0007829402,0.003412207,0.0006654953
SE85CBXL,0.99478847,0.0009712375,0.003506579,0.0007336983
SELKNMCN,0.0024359727,0.0069582043,0.0033689812,0.9872368
SF4BGQSH,0.99526757,0.0009604115,0.002942706,0.00082933
SKWI5DBU,0.002191798,0.009091557,0.0042745178,0.9844421
SLAB1M8M,0.99526846,0.000815989,0.003204905,0.0007106529
SN0Y3CB9,0.1766886,0.24986014,0.52133405,0.052117247
SNVUHXY1,0.9947702,0.0008159586,0.0037295744,0.00068421755
SQJTBF4L,0.99547815,0.00084144034,0.0028851407,0.00079524395
SXWT5DIS,0.10061679,0.022452839,0.8714129,0.005517564
TC5Z7J76,0.0011327568,0.99245083,0.0026230381,0.0037933947
TUI47XO3,0.0012808767,0.992097,0.0028294644,0.0037926096
UA7A354V,0.0026767817,0.00777914,0.0040568714,0.9854873
UPST0OK2,0.99549943,0.0007263423,0.0031016767,0.00067253073
USO2MI7J,0.29194686,0.29861212,0.37448764,0.034953415
V0A2N0K5,0.9936455,0.0012059017,0.0034387875,0.0017098434
V26UYHV9,0.002056682,0.011761757,0.003530958,0.9826506
VB7VFL75,0.0016878083,0.9323271,0.004381045,0.06160403
VIV8YU3K,0.99020064,0.0014075352,0.0071696853,0.0012222264
VLMY8JHQ,0.0012657865,0.9928158,0.0027656183,0.003152794
VT4U2VXD,0.9945881,0.0008321833,0.0038310494,0.0007486082
VUWHXYI6,0.9950713,0.00085546274,0.0033272083,0.00074603065
VVD03CXJ,0.99519956,0.0008038137,0.0032470394,0.000749509
W2D2M625,0.9939119,0.0012176994,0.0032991027,0.0015712412
WDYSQ3BP,0.95861447,0.0026830551,0.03686113,0.0018414533
WLI8IPM8,0.9807457,0.0032812008,0.013944879,0.0020282413
WOKOVI83,0.99429625,0.0010944589,0.0035689226,0.0010404127
WVGL15DG,0.0016366697,0.9881277,0.004487555,0.0057480764
X0016IPJ,0.41586915,0.016118154,0.5622314,0.00578124
X2E196ZE,0.0011951209,0.9931289,0.0027698416,0.0029061139
X72WL59G,0.9831055,0.0014632117,0.0144801345,0.00095118565
XDK01LYR,0.9926343,0.001067174,0.0053787353,0.0009197492
XLE74IX1,0.002094232,0.7403033,0.009862842,0.24773964
XU4HGW9C,0.0010506784,0.9899896,0.0025940784,0.0063656643
XUHRT8P4,0.75022364,0.01877328,0.22484322,0.0061598425
XXMTEUX8,0.3391767,0.13421531,0.48406944,0.04253855
XYRTMPGC,0.9949473,0.00080755015,0.0034915581,0.00075354445
Y3QTMIO7,0.9083233,0.015451571,0.06792979,0.008295318
Y5S49JQ7,0.6629591,0.02939949,0.299083,0.008558403
YAK9NY3K,0.0014004919,0.9907837,0.003535933,0.004279944
YCHHQT18,0.5500112,0.029620215,0.40870667,0.011661934
YDIWQZA5,0.016407365,0.009312625,0.966749,0.00753109
YG9CPVR0,0.8020741,0.03194542,0.15503345,0.010947047
YIJ0CEQJ,0.0021332602,0.008498684,0.003402474,0.98596555
YMT18ON6,0.49118805,0.0057079485,0.49978012,0.0033238686
YNOCXCJN,0.9950722,0.00081680773,0.0032413136,0.00086972176
YO2RYXV5,0.9947084,0.0008395438,0.003721357,0.00073062594
YSSD2IXK,0.00104806,0.9896658,0.0026822507,0.006603899
Z78UM6R8,0.84105366,0.055335633,0.0820988,0.02151183
Z9A6ACLK,0.6225328,0.14264223,0.20835905,0.026465919
ZDUOIGKN,0.9416195,0.003912211,0.052812904,0.0016554504
ZHQ60CCH,0.061894692,0.37695852,0.5032534,0.057893384
ZVIJMA4O,0.002094437,0.008199407,0.003472782,0.9862334
ZYIFAY98,0.13517424,0.42537656,0.38393375,0.055515416
